,movie,year,imdb,metascore,votes,descriptions,n_imdb
1109,Flightplan,2005,6.3,53,142737,"
    A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet, the child vanishes, and nobody will admit she was ever on the plane.",63.0
1110,Green Street Hooligans,2005,7.5,55,133081,"
    A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism.",75.0
1111,Memoirs of a Geisha,2005,7.4,54,131008,"
    Nitta Sayuri reveals how she transcended her fishing-village roots and became one of Japan's most celebrated geisha.",74.0
1112,The Departed,2006,8.5,85,1063836,"
    An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.",85.0
1113,The Prestige,2006,8.5,66,1052676,"
    After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",85.0
1114,300,2006,7.7,52,687216,"
    King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.",77.0
1115,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,53,608524,"
    Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.",73.0
1116,Pan's Labyrinth,2006,8.2,98,567466,"
    In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",82.0
1117,Casino Royale,2006,8.0,80,536112,"
    Armed with a license to kill, Secret Agent James Bond sets out on his first mission as 007, and must defeat a private banker to terrorists in a high stakes game of poker at Casino Royale, Montenegro, but things are not what they seem.",80.0
1118,Blood Diamond,2006,8.0,64,459783,"
    A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",80.0
1119,X-Men: The Last Stand,2006,6.7,58,448023,"
    The human government develops a cure for mutations, and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.",67.0
1120,Children of Men,2006,7.9,84,427179,"
    In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",79.0
1121,Little Miss Sunshine,2006,7.8,80,407060,"
    A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.",78.0
1122,The Pursuit of Happyness,2006,8.0,64,402141,"
    A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.",80.0
1123,The Da Vinci Code,2006,6.6,46,369402,"
    A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity.",66.0
1124,The Devil Wears Prada,2006,6.9,62,336648,"
    A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.",69.0
1125,The Illusionist,2006,7.6,68,335296,"
    In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",76.0
1126,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89,330427,"
    Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying Pamela Anderson.",73.0
1127,Cars,2006,7.1,73,325186,"
    A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.",71.0
1128,The Lives of Others,2006,8.4,89,319095,"
    In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",84.0
1129,Inside Man,2006,7.6,76,311686,"
    A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",76.0
1130,Mission: Impossible III,2006,6.9,66,303913,"
    IMF Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancee in response.",69.0
1131,Lucky Number Slevin,2006,7.8,53,287388,"
    A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses: The Rabbi and The Boss. Slevin is under constant surveillance by relentless Detective Brikowski as well as the infamous assassin Goodkat and finds himself having to hatch his own ingenious plot to get them before they get him.",78.0
1132,Night at the Museum,2006,6.4,48,284477,"
    A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.",64.0
1133,Click,2006,6.4,45,281516,"
    A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.",64.0
1134,Deja Vu,2006,7.1,59,274499,"
    After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims.",71.0
1135,Babel,2006,7.5,69,272060,"
    Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",75.0
1136,Apocalypto,2006,7.8,68,269109,"
    As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",78.0
1137,Superman Returns,2006,6.1,72,259481,"
    Superman returns to Earth after spending five years in space examining his homeworld Krypton. But he finds things have changed while he was gone, and he must once again prove himself important to the world.",61.0
1138,Ice Age: The Meltdown,2006,6.8,58,232560,"
    Manny, Sid, and Diego discover that the ice age is coming to an end, and join everybody for a journey to higher ground. On the trip, they discover that Manny, in fact, is not the last of the woolly mammoths.",68.0
1139,Crank,2006,7.0,57,220581,"
    Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.",70.0
1140,The Holiday,2006,6.9,52,219096,"
    Two women troubled with guy-problems swap homes in each other's countries, where they each meet a local guy and fall in love.",69.0
1141,Perfume: The Story of a Murderer,2006,7.5,56,218203,"
    Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",75.0
1142,The Fast and the Furious: Tokyo Drift,2006,6.0,45,217116,"
    A teenager becomes a major competitor in the world of drift racing after moving in with his father in Tokyo to avoid a jail sentence in America.",60.0
1143,The Fountain,2006,7.3,51,215406,"
    As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi.",73.0
1144,Stranger Than Fiction,2006,7.6,67,205939,"
    An I.R.S. auditor suddenly finds himself the subject of narration only he can hear: narration that begins to affect his entire life, from his work, to his love-interest, to his death.",76.0
1145,Silent Hill,2006,6.6,31,201411,"
    A woman, Rose, goes in search for her adopted daughter within the confines of a strange, desolate town called Silent Hill.",66.0
1146,Rocky Balboa,2006,7.2,63,189003,"
    Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon.",72.0
1147,Underworld: Evolution,2006,6.7,36,179065,"
    Picking up directly from the previous movie, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them.",67.0
1148,Saw III,2006,6.2,48,165123,"
    Jigsaw abducts a doctor in order to keep himself alive while he watches his new apprentice put an unlucky citizen named Jeff through a brutal test.",62.0
1149,The Last King of Scotland,2006,7.7,74,164550,"
    Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.",77.0
1150,Happy Feet,2006,6.5,77,156472,"
    Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",65.0
1151,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66,152652,"
    Number one NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test.",66.0
1152,The Hills Have Eyes,2006,6.4,52,147926,"
    A suburban American family is being stalked by a group of psychotic people who live in the desert, far away from civilization.",64.0
1153,Over the Hedge,2006,6.7,67,146431,"
    A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.",67.0
1154,Letters from Iwo Jima,2006,7.9,89,145750,"
    The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",79.0
1155,She's the Man,2006,6.4,45,135934,"
    When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for one of his soccer teammates, and soon learns she's not the only one with romantic troubles.",64.0
1156,Smokin' Aces,2006,6.7,45,131008,"
    When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing.",67.0
